hash,diff,message,project,split,diff_languages
ff9ad2787398bf133408e9821328bf185654f767,"diff --git a/test/test_address_gr.rb b/test/test_address_gr.rb
index <HASH>..<HASH> 100644
--- a/test/test_address_gr.rb
+++ b/test/test_address_gr.rb
@@ -5,28 +5,28 @@ require 'helper'
 class TestAddressGR < Test::Unit::TestCase
 
   def setup
-    @addressGr = FFaker::AddressGR
+    @address_gr = FFaker::AddressGR
     @street_prefix = FFaker::AddressGR::STREET_PREFIX.join(""|"")
   end
 
   def test_city
-    assert_match /\p{Greek}/, @addressGr.city
+    assert_match /\p{Greek}/, @address_gr.city
   end
 
   def test_region
-    assert_match /\p{Greek}/, @addressGr.region
+    assert_match /\p{Greek}/, @address_gr.region
   end
 
   def test_zip_code
-    assert_match /\A\d{5}\z/, @addressGr.zip_code
+    assert_match /\A\d{5}\z/, @address_gr.zip_code
   end
 
   def test_street_name
-    assert_match /\p{Greek}/, @addressGr.street_name
+    assert_match /\p{Greek}/, @address_gr.street_name
   end
 
   def test_street_nbr
-    assert_match /\A\d{1,3}\z/, @addressGr.street_nbr
+    assert_match /\A\d{1,3}\z/, @address_gr.street_nbr
   end
 
   def test_street_address","code cleanup

snake_case for variable names",ffaker_ffaker,train,rb
79c86c70b75e27ee6cb2348d1220ef85c943f94f,"diff --git a/tests/performance-test/src/main/java/io/joynr/performance/ConsumerApplication.java b/tests/performance-test/src/main/java/io/joynr/performance/ConsumerApplication.java
index <HASH>..<HASH> 100644
--- a/tests/performance-test/src/main/java/io/joynr/performance/ConsumerApplication.java
+++ b/tests/performance-test/src/main/java/io/joynr/performance/ConsumerApplication.java
@@ -422,22 +422,9 @@ public class ConsumerApplication extends AbstractJoynrApplication {
     public void shutdown() {
         runtime.shutdown(true);
 
-        // TODO currently there is a bug preventing all threads being stopped: WORKAROUND
-        sleep(3000);
-
         System.exit(0);
     }
 
-    private boolean sleep(long milliseconds) {
-        try {
-            Thread.sleep(milliseconds);
-        } catch (InterruptedException e) {
-            return false;
-        }
-
-        return true;
-    }
-
     private static JoynrApplication createJoynrApplication() throws Exception {
         Properties joynrConfig = createJoynrConfig();
         Module runtimeModule = getRuntimeModule(joynrConfig);","[Tests] Remove unnecessary sleep in performance-test consumer

Change-Id: Iba7b<I>c<I>c<I>c4c1cab<I>ab<I>d5de<I>dd",bmwcarit_joynr,train,java
f2f0e81107e8e97a36f5c7a5e89ca72222edc70c,"diff --git a/lib/cornucopia/util/report_builder.rb b/lib/cornucopia/util/report_builder.rb
index <HASH>..<HASH> 100644
--- a/lib/cornucopia/util/report_builder.rb
+++ b/lib/cornucopia/util/report_builder.rb
@@ -48,7 +48,7 @@ module Cornucopia
         def format_code_refs(value)
           safe_text = Cornucopia::Util::ReportBuilder.escape_string(value)
 
-          safe_text = safe_text.gsub(/(#{Cornucopia::Util::ReportBuilder.root_folder}|\.\/|(?=(?:^features|^spec)\/))([^\:\n]*\:[^\:\n\>& ]*)/,
+          safe_text = safe_text.gsub(/(#{Cornucopia::Util::ReportBuilder.root_folder}|\.\/|(?=(?:^features|^spec)\/))([^\:\r\n &]*(?:\:[^\:\r\n\>& ]*)?)/,
                                      ""\\1 <span class=\""cornucopia-app-file\"">\\2\\3</span> "").html_safe
 
           safe_text
diff --git a/lib/cornucopia/version.rb b/lib/cornucopia/version.rb
index <HASH>..<HASH> 100644
--- a/lib/cornucopia/version.rb
+++ b/lib/cornucopia/version.rb
@@ -1,3 +1,3 @@
 module Cornucopia
-  VERSION = ""0.1.23""
+  VERSION = ""0.1.24""
 end
\ No newline at end of file",Fix a problem with the regex for highlighting paths.,RealNobody_cornucopia,train,"rb,rb"
3a59cfa9c07deb07d7be8d8abee8cb2a61ff317a,"diff --git a/src/crypto/index.js b/src/crypto/index.js
index <HASH>..<HASH> 100644
--- a/src/crypto/index.js
+++ b/src/crypto/index.js
@@ -1514,8 +1514,10 @@ Crypto.prototype.setDeviceVerification = async function(
     // Check if the 'device' is actually a cross signing key
     // The js-sdk's verification treats cross-signing keys as devices
     // and so uses this method to mark them verified.
+    // (Not our own master key though - there's no point signing ourselves
+    // as a user).
     const xsk = this._deviceList.getStoredCrossSigningForUser(userId);
-    if (xsk && xsk.getId() === deviceId) {
+    if (xsk && xsk.getId() === deviceId && userId !== this._userId) {
         if (blocked !== null || known !== null) {
             throw new Error(""Cannot set blocked or known for a cross-signing key"");
         }",Don't sign ourselves as a user,matrix-org_matrix-js-sdk,train,js
8f4a1af8a1e728f876f0dc4c2d5d1ea515b7776e,"diff --git a/vix.go b/vix.go
index <HASH>..<HASH> 100644
--- a/vix.go
+++ b/vix.go
@@ -171,6 +171,7 @@ const (
 type VmDeleteOption int
 
 const (
+	VMDELETE_KEEP_FILES VmDeleteOption = 0x0
 	VMDELETE_DISK_FILES VmDeleteOption = C.VIX_VMDELETE_DISK_FILES
 )",Adds a new constant to have the choice of not removing vm disk files upon virtual machine removal,hooklift_govix,train,go
d2c78f34a5ca039abb8067cc125a03b85293445c,"diff --git a/nbt/src/main/java/net/kyori/adventure/nbt/CompoundTagSetter.java b/nbt/src/main/java/net/kyori/adventure/nbt/CompoundTagSetter.java
index <HASH>..<HASH> 100644
--- a/nbt/src/main/java/net/kyori/adventure/nbt/CompoundTagSetter.java
+++ b/nbt/src/main/java/net/kyori/adventure/nbt/CompoundTagSetter.java
@@ -50,7 +50,7 @@ public interface CompoundTagSetter<R> {
    *
    * @param tag the tag
    * @return a compound tag
-   * @since 4.5.0
+   * @since 4.6.0
    */
   @NonNull R put(final @NonNull CompoundBinaryTag tag);",<I> is already released!,KyoriPowered_text,train,java
b1761984d14eca925d4616e57c280693c45454b0,"diff --git a/packages/application-shell/src/index.js b/packages/application-shell/src/index.js
index <HASH>..<HASH> 100644
--- a/packages/application-shell/src/index.js
+++ b/packages/application-shell/src/index.js
@@ -19,6 +19,12 @@ export { selectUserId, selectProjectKeyFromUrl } from './utils';
 export { default as AsyncChunkLoader } from './components/async-chunk-loader';
 export { GtmContext } from './components/gtm-booter';
 export {
+  default as GtmUserLogoutTracker,
+} from './components/gtm-user-logout-tracker';
+export {
+  default as SetupFlopFlipProvider,
+} from './components/setup-flop-flip-provider';
+export {
   default as handleApolloErrors,
 } from './components/handle-apollo-errors';",feat(app-shell): add re-export of gtm logout and flopflip (#<I>),commercetools_merchant-center-application-kit,train,js
c2b4983b9d6aca0b23ebb149cd2a128b4ade0709,"diff --git a/lib/fog/aws/models/ec2/volume.rb b/lib/fog/aws/models/ec2/volume.rb
index <HASH>..<HASH> 100644
--- a/lib/fog/aws/models/ec2/volume.rb
+++ b/lib/fog/aws/models/ec2/volume.rb
@@ -22,9 +22,6 @@ module Fog
         def initialize(attributes = {})
           # assign server first to prevent race condition with new_record?
           self.server = attributes.delete(:server)
-          if attributes['attachmentSet']
-            attributes.merge!(attributes.delete('attachmentSet').first || {})
-          end
           super
         end
 
@@ -67,6 +64,10 @@ module Fog
 
         private
 
+        def attachmentSet=(new_attachment_set)
+          merge_attributes(new_attachment_set.first || {})
+        end
+
         def attach(new_server)
           if new_record?
             @server = new_server","[ec2] fix volume model to not muck with attributes, which breaks mocks",fog_fog,train,rb
d2d825b3fc10e16fa87a2f9e15845128ba694fcf,"diff --git a/src/main/java/com/myjeeva/digitalocean/impl/DigitalOceanClient.java b/src/main/java/com/myjeeva/digitalocean/impl/DigitalOceanClient.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/myjeeva/digitalocean/impl/DigitalOceanClient.java
+++ b/src/main/java/com/myjeeva/digitalocean/impl/DigitalOceanClient.java
@@ -811,7 +811,9 @@ public class DigitalOceanClient implements DigitalOcean, Constants {
   public Domain createDomain(Domain domain)
       throws DigitalOceanException, RequestUnsuccessfulException {
     checkBlankAndThrowError(domain.getName(), ""Missing required parameter - domainName."");
-    checkBlankAndThrowError(domain.getIpAddress(), ""Missing required parameter - ipAddress."");
+    // #89 - removed the validation in-favor of 
+    // https://developers.digitalocean.com/documentation/changelog/api-v2/create-domains-without-providing-an-ip-address/
+    // checkBlankAndThrowError(domain.getIpAddress(), ""Missing required parameter - ipAddress."");
 
     return (Domain) perform(new ApiRequest(ApiAction.CREATE_DOMAIN, domain)).getData();
   }",#<I> - removed the ipaddress validation,jeevatkm_digitalocean-api-java,train,java
bb53f91a3314ab96acc1191e1c961bb2b7949f21,"diff --git a/securegraph-elasticsearch-plugin/src/main/java/org/securegraph/elasticsearch/AuthorizationsFilter.java b/securegraph-elasticsearch-plugin/src/main/java/org/securegraph/elasticsearch/AuthorizationsFilter.java
index <HASH>..<HASH> 100644
--- a/securegraph-elasticsearch-plugin/src/main/java/org/securegraph/elasticsearch/AuthorizationsFilter.java
+++ b/securegraph-elasticsearch-plugin/src/main/java/org/securegraph/elasticsearch/AuthorizationsFilter.java
@@ -15,11 +15,12 @@ import org.securegraph.inmemory.security.VisibilityParseException;
 import java.io.IOException;
 import java.util.HashMap;
 import java.util.Map;
+import java.util.concurrent.ConcurrentHashMap;
 
 public class AuthorizationsFilter extends Filter {
     public static String VISIBILITY_FIELD_NAME = ""__visibility"";
     private final VisibilityEvaluator visibilityEvaluator;
-    private static final Map<BytesRef, ColumnVisibility> columnVisibilityCache = new HashMap<BytesRef, ColumnVisibility>();
+    private static final Map<BytesRef, ColumnVisibility> columnVisibilityCache = new ConcurrentHashMap<>();
 
     public AuthorizationsFilter(Authorizations authorizations) {
         this.visibilityEvaluator = new VisibilityEvaluator(authorizations);",change columnVisibilityCache in AuthorizationsFilter to ConcurrentHashMap,lumifyio_securegraph,train,java
ecc708e86c32ba08c93aa9e85f37abec099bac05,"diff --git a/e2e/e2e_test.py b/e2e/e2e_test.py
index <HASH>..<HASH> 100644
--- a/e2e/e2e_test.py
+++ b/e2e/e2e_test.py
@@ -28,6 +28,7 @@ main()
             , stdout=subprocess.PIPE, shell=True, executable=sys.executable)
         (output, error) = crawler_process.communicate()
         cls.output = output.decode(""utf-8"")
+        print(cls.output, error.decode(""utf-8""))
         lines = cls.output.splitlines()
         cls.lines = [i for i in lines if i != '']",Add output printing for easier debugging,snorrwe_lollygag,train,py
8d51a5736f54b7080fadccd37ddceae35f770dba,"diff --git a/lib/helper/WebDriverIO.js b/lib/helper/WebDriverIO.js
index <HASH>..<HASH> 100644
--- a/lib/helper/WebDriverIO.js
+++ b/lib/helper/WebDriverIO.js
@@ -1129,7 +1129,7 @@ function withStrictLocator(locator) {
   case 'xpath':
   case 'css': return value;
   case 'id': return '#' + value;
-  case 'name': return `[name=""value""]`;
+  case 'name': return `[name=""${value}""]`;
   }
 }
 
diff --git a/test/unit/helper/webapi.js b/test/unit/helper/webapi.js
index <HASH>..<HASH> 100644
--- a/test/unit/helper/webapi.js
+++ b/test/unit/helper/webapi.js
@@ -69,6 +69,7 @@ module.exports.tests = function() {
     it('should check visible elements on page', function*() {
       yield I.amOnPage('/form/field');
       yield I.seeElement('input[name=name]');
+      yield I.seeElement({name: 'name'});
       yield I.seeElement('//input[@id=""name""]');
       yield I.dontSeeElement('#something-beyond');
       return I.dontSeeElement('//input[@id=""something-beyond""]');",Locate element by name attribute bug fixed (#<I>),Codeception_CodeceptJS,train,"js,js"
29cf11e79294c20546ced3b2ac434f4f16fd7e8b,"diff --git a/operator/k8s_identity.go b/operator/k8s_identity.go
index <HASH>..<HASH> 100644
--- a/operator/k8s_identity.go
+++ b/operator/k8s_identity.go
@@ -49,6 +49,8 @@ func deleteIdentity(identity *types.Identity) error {
 		})
 	if err != nil {
 		log.WithError(err).Error(""Unable to delete identity"")
+	} else {
+		log.WithFields(logrus.Fields{""identity"": identity.GetName()}).Info(""Garbage collected identity"")
 	}
 
 	return err","operator: add Info message when a identity is GC in CRD mode

It is useful to have this information being printed in non-debug mode to
help tracking down potential bugs.",cilium_cilium,train,go
bc6d0d86ae5680bf56259524d9114d05099b59e6,"diff --git a/applications/desktop/src/notebook/epics/index.js b/applications/desktop/src/notebook/epics/index.js
index <HASH>..<HASH> 100644
--- a/applications/desktop/src/notebook/epics/index.js
+++ b/applications/desktop/src/notebook/epics/index.js
@@ -36,7 +36,7 @@ export function retryAndEmitError(err: Error, source: ActionsObservable<*>) {
 export const wrapEpic = (epic: Epic<*, *, *>) => (...args: any) =>
   epic(...args).pipe(catchError(retryAndEmitError));
 
-const epics = [
+const epics: Array<Epic<*, *, *>> = [
   coreEpics.restartKernelEpic,
   coreEpics.acquireKernelInfoEpic,
   coreEpics.watchExecutionStateEpic,
diff --git a/packages/rx-binder/src/index.js b/packages/rx-binder/src/index.js
index <HASH>..<HASH> 100644
--- a/packages/rx-binder/src/index.js
+++ b/packages/rx-binder/src/index.js
@@ -37,7 +37,7 @@ function formBinderURL({
 const eventSourceFallback =
   typeof window !== ""undefined"" && window.EventSource
     ? window.EventSource
-    : function(url) {
+    : function(url: string) {
         throw new Error(
           ""Event Source not supported on this platform -- please polyfill""
         );",provide more annotations for flow <I>,nteract_nteract,train,"js,js"
89d9f3fc5af42094eb831f2267f2589633cd952e,"diff --git a/install.py b/install.py
index <HASH>..<HASH> 100644
--- a/install.py
+++ b/install.py
@@ -131,7 +131,24 @@ def install(dest_dir, print_welcome=False):
     # done
     if print_welcome:
         print()
-        print(""SUCCESS! To activate Rez, add the following path to $PATH:"")
+        print(""SUCCESS!"")
+        rez_exe = os.path.realpath(os.path.join(dest_bin_dir, ""rez""))
+        print(""Rez executable installed to: %s"" % rez_exe)
+
+        try:
+            out = subprocess.check_output([
+                rez_exe,
+                ""python"",
+                ""-c"",
+                ""import rez; print(rez.__path__[0])""
+            ])
+            pkg_path = os.path.realpath(out.strip())
+            print(""Rez python package installed to: %s"" % pkg_path)
+        except:
+            pass  # just in case there's an issue with rez-python tool
+
+        print()
+        print(""To activate Rez, add the following path to $PATH:"")
         print(dest_bin_dir)
 
         if completion_path:",small update to install.py output to show exe/pkg paths,nerdvegas_rez,train,py
338132ca63a8ac7c80f520e10db6e2fff7ddb463,"diff --git a/WOA/woa.py b/WOA/woa.py
index <HASH>..<HASH> 100644
--- a/WOA/woa.py
+++ b/WOA/woa.py
@@ -526,12 +526,10 @@ class WOA_var_nc(object):
         else:
             var = np.asanyarray(self.KEYS)
 
-        doy = kwargs['doy']
-        if np.size(doy) == 1:
-            if type(doy) is datetime:
-                doy = int(doy.strftime('%j'))
-        else:
-            import pdb; pdb.set_trace()
+        doy = np.atleast_1d(kwargs['doy'])
+        # This would only work if doy is 1D
+        if type(doy[0]) is datetime:
+            doy = np.array([int(d.strftime('%j')) for d in doy])
 
         if 'depth' in kwargs:
             depth = np.atleast_1d(kwargs['depth'])",Loading doy as at least 1D.,castelao_oceansdb,train,py
